ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.36
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.7
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.92
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.86
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,39.18
Israel,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.55
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,35.96
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,36.09
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,35.9
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,35.7
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,36.63
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,36.69
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,36.5
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,36.42
Italy,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,36.26
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,43.63
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,43.68
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,42.7
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.93
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,43.64
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,43.55
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,43.5
Jamaica,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.31
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,48.79
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,47.89
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,46.97
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,48.15
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,48.39
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,47.23
Jordan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,47.86
Kenya,HS - Continuous household survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.56
Kenya,HS - Continuous household survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.05
Kenya,HS - Continuous household survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,45.55
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,38.66
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.76
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,38.64
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.58
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,39.45
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.56
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.18
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,36.93
Kyrgyzstan,LFS - Employment and Unemployment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,36.35
Cambodia,HIES - Household Socio-Economic Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,40.39
Cambodia,HIES - Household Socio-Economic Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,43.05
Cambodia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,46.45
